"","session","block","spp","ind","treatment","T1","T2","T3","T4"
"3133",13,"B1","SEAC",9,"WW",1896,1941,1932,1905
"3134",13,"B1","SEAC",12,"WW",1910,1941,1937,1919
"3135",13,"B1","SEAL",5,"WW",1873,1923,1919,1887
"3136",13,"B1","SEAL",7,"WW",1814,1855,1851,1823
"3137",13,"B1","SESE",9,"WW",1991,2087,2073,2032
"3138",13,"B1","SESE",19,"WW",1978,2041,2032,1991
"3139",13,"B1","SITR",4,"WW",1905,1991,1987,1960
"3140",13,"B1","SITR",11,"WW",1805,1855,1842,1814
"3141",13,"B1","SOBI",11,"WW",1778,1891,1869,1796
"3142",13,"B1","SOBI",20,"WW",1937,2009,1991,1937
"3143",13,"B1","SYNO",13,"WW",1778,1914,1901,1814
"3144",13,"B1","SYNO",14,"WW",1851,1996,1969,1864
"3145",13,"B1","VAMA",1,"WW",1819,1882,1873,1851
"3146",13,"B1","VAMA",16,"WW",1755,1819,1810,1783
"3147",13,"B2","DASP",5,"WW",1914,1982,1969,1941
"3148",13,"B2","DASP",18,"WW",1877,1931,1886,1863
"3149",13,"B2","DEFL",9,"WW",1751,1810,1796,1764
"3150",13,"B2","DEFL",16,"WW",1819,1878,1864,1828
"3151",13,"B2","EMNI",7,"WW",2037,2087,2077,2050
"3152",13,"B2","EMNI",20,"WW",1982,2028,2018,2000
"3153",13,"B2","FERU",12,"WW",1792,1891,1869,1805
"3154",13,"B2","FERU",14,"WW",1760,1882,1855,1778
"3155",13,"B2","PLMA",1,"WW",1837,1937,1914,1864
"3156",13,"B2","PLMA",17,"WW",1946,2073,2050,2000
"3157",13,"B2","SC",12,"WW",2064,2123,2109,2087
"3158",13,"B2","SC",19,"WW",1864,1914,1901,1873
"3159",13,"B2","SEAC",1,"WW",1828,1855,1846,1837
"3160",13,"B2","SEAC",2,"WW",1919,1955,1946,1928
"3161",13,"B2","SEAL",2,"WW",1973,2032,2023,1987
"3162",13,"B2","SEAL",13,"WW",1851,1914,1901,1869
"3163",13,"B2","SESE",3,"WW",2023,2082,2068,2037
"3164",13,"B2","SESE",8,"WW",1973,2055,2041,1978
"3165",13,"B2","SITR",6,"WW",1896,1950,1941,1914
"3166",13,"B2","SITR",18,"WW",1628,1692,1683,1656
"3167",13,"B2","SOBI",2,"WW",1783,1946,1919,1792
"3168",13,"B2","SOBI",15,"WW",1778,1905,1887,1814
"3169",13,"B2","SYNO",2,"WW",1864,2005,1982,1891
"3170",13,"B2","SYNO",16,"WW",1778,1937,1914,1819
"3171",13,"B2","VAMA",9,"WW",1928,1978,1964,1941
"3172",13,"B2","VAMA",10,"WW",1842,1891,1878,1855
"3173",13,"B3","DASP",7,"WW",1837,1896,1887,1860
"3174",13,"B3","DASP",10,"WW",1887,1955,1946,1910
"3175",13,"B3","DEFL",5,"WW",1823,1887,1878,1837
"3176",13,"B3","DEFL",12,"WW",1860,1932,1914,1864
"3177",13,"B3","EMNI",11,"WW",2009,2068,2059,2028
"3178",13,"B3","EMNI",16,"WW",2009,2059,2050,2028
"3179",13,"B3","FERU",7,"WW",1923,2000,1982,1932
"3180",13,"B3","FERU",18,"WW",1805,1960,1919,1842
"3181",13,"B3","PLMA",4,"WW",1760,1878,1855,1805
"3182",13,"B3","PLMA",12,"WW",1873,1973,1955,1910
"3183",13,"B3","SC",10,"WW",1973,2037,2028,2000
"3184",13,"B3","SC",18,"WW",2028,2077,2068,2041
"3185",13,"B3","SEAC",4,"WW",1901,1960,1950,1919
"3186",13,"B3","SEAC",10,"WW",1905,1941,1932,1905
"3187",13,"B3","SEAL",9,"WW",1955,2018,2009,1978
"3188",13,"B3","SEAL",16,"WW",1855,1919,1905,1864
"3189",13,"B3","SESE",13,"WW",1991,2059,2050,2009
"3190",13,"B3","SESE",16,"WW",1896,1964,1950,1914
"3191",13,"B3","SITR",8,"WW",1905,1973,1964,1928
"3192",13,"B3","SITR",13,"WW",1746,1814,1801,1769
"3193",13,"B3","SOBI",14,"WW",1887,2050,2028,1941
"3194",13,"B3","SOBI",16,"WW",1905,2050,2028,1941
"3195",13,"B3","SYNO",1,"WW",1864,2009,1987,1882
"3196",13,"B3","SYNO",7,"WW",1783,1932,1910,1814
"3197",13,"B3","VAMA",2,"WW",1823,1873,1864,1842
"3198",13,"B3","VAMA",18,"WW",1774,1833,1823,1796
"3199",13,"B4","DASP",4,"WW",1851,1905,1887,1860
"3200",13,"B4","DASP",16,"WW",1887,1955,1946,1914
"3201",13,"B4","DEFL",11,"WW",1760,1823,1810,1769
"3202",13,"B4","DEFL",19,"WW",1778,1837,1823,1787
"3203",13,"B4","EMNI",10,"WW",2118,2177,2168,2141
"3204",13,"B4","EMNI",19,"WW",2073,2132,2118,2087
"3205",13,"B4","FERU",2,"WW",1787,1932,1905,1823
"3206",13,"B4","FERU",20,"WW",1901,1991,1973,1914
"3207",13,"B4","PLMA",3,"WW",1819,1941,1919,1869
"3208",13,"B4","PLMA",9,"WW",1814,1914,1896,1846
"3209",13,"B4","SC",5,"WW",1991,2041,2028,2000
"3210",13,"B4","SC",17,"WW",2055,2118,2109,2077
"3211",13,"B4","SEAC",8,"WW",1887,1923,1919,1896
"3212",13,"B4","SEAC",14,"WW",1896,1932,1923,1905
"3213",13,"B4","SEAL",10,"WW",1828,1910,1896,1864
"3214",13,"B4","SEAL",11,"WW",1914,1955,1950,1919
"3215",13,"B4","SESE",2,"WW",1901,1987,1973,1928
"3216",13,"B4","SESE",15,"WW",2055,2118,2109,2068
"3217",13,"B4","SITR",10,"WW",1891,1937,1928,1905
"3218",13,"B4","SITR",17,"WW",1755,1814,1801,1774
"3219",13,"B4","SOBI",3,"WW",1823,1996,1969,1869
"3220",13,"B4","SOBI",6,"WW",1724,1882,1860,1755
"3221",13,"B4","SYNO",15,"WW",1796,1973,1946,1828
"3222",13,"B4","SYNO",18,"WW",1778,1978,1950,1842
"3223",13,"B4","VAMA",13,"WW",1801,1851,1842,1814
"3224",13,"B4","VAMA",14,"WW",1878,1932,1919,1896
"3225",13,"B5","DASP",11,"WW",1746,1819,1805,1778
"3226",13,"B5","DASP",13,"WW",1864,1937,1928,1896
"3227",13,"B5","DEFL",3,"WW",1873,1932,1919,1882
"3228",13,"B5","DEFL",17,"WW",1746,1819,1805,1755
"3229",13,"B5","EMNI",4,"WW",2023,2082,2073,2041
"3230",13,"B5","EMNI",6,"WW",2023,2087,2077,2046
"3231",13,"B5","FERU",11,"WW",1746,1864,1842,1769
"3232",13,"B5","FERU",17,"WW",1774,1919,1896,1805
"3233",13,"B5","PLMA",8,"WW",1828,1946,1928,1873
"3234",13,"B5","PLMA",20,"WW",1923,2005,1987,1941
"3235",13,"B5","SC",4,"WW",2028,2087,2073,2041
"3236",13,"B5","SC",6,"WW",1932,2000,1991,1955
"3237",13,"B5","SEAC",5,"WW",1860,1901,1891,1869
"3238",13,"B5","SEAC",20,"WW",1982,2041,2028,1987
"3239",13,"B5","SEAL",6,"WW",1882,1937,1923,1887
"3240",13,"B5","SEAL",15,"WW",1960,2005,1996,1960
"3241",13,"B5","SESE",4,"WW",1955,2041,2028,1978
"3242",13,"B5","SESE",14,"WW",1928,2014,2000,1955
"3243",13,"B5","SITR",1,"WW",1810,1878,1869,1833
"3244",13,"B5","SITR",19,"WW",1891,1941,1937,1910
"3245",13,"B5","SOBI",1,"WW",1783,1941,1919,1810
"3246",13,"B5","SOBI",18,"WW",1833,1937,1914,1833
"3247",13,"B5","SYNO",4,"WW",1869,1982,1969,1896
"3248",13,"B5","SYNO",8,"WW",1910,2000,1987,1928
"3249",13,"B5","VAMA",11,"WW",1774,1837,1828,1801
"3250",13,"B5","VAMA",15,"WW",1733,1792,1778,1751
"3251",14,"B1","DASP",9,"WW",1819,1904,1879,1846
"3252",14,"B1","DASP",17,"WW",1783,1892,1845,1800
"3253",14,"B1","DEFL",2,"WW",1766,1845,1813,1782
"3254",14,"B1","DEFL",15,"WW",1770,1851,1824,1798
"3255",14,"B1","EMNI",1,"WW",2084,2120,2082,2043
"3256",14,"B1","EMNI",2,"WW",2009,2072,2049,2017
"3257",14,"B1","FERU",3,"WW",1583,1873,1764,1635
"3258",14,"B1","FERU",16,"WW",1658,1912,1826,1711
"3259",14,"B1","PLMA",5,"WW",1707,1882,1818,1760
"3260",14,"B1","PLMA",11,"WW",1882,1984,1949,1900
"3261",14,"B1","SC",9,"WW",1933,2032,1992,1953
"3262",14,"B1","SC",14,"WW",1991,2081,2048,2007
"3263",14,"B1","SEAC",9,"WW",1852,1937,1910,1878
"3264",14,"B1","SEAC",12,"WW",1877,1940,1918,1894
"3265",14,"B1","SEAL",5,"WW",1816,1914,1883,1841
"3266",14,"B1","SEAL",7,"WW",1758,1849,1814,1776
"3267",14,"B1","SESE",9,"WW",1937,2082,2035,1973
"3268",14,"B1","SESE",19,"WW",1901,2027,1974,1923
"3269",14,"B1","SITR",4,"WW",1890,1981,1948,1904
"3270",14,"B1","SITR",11,"WW",1757,1843,1808,1775
"3271",14,"B1","SOBI",11,"WW",1628,1883,1784,1687
"3272",14,"B1","SOBI",20,"WW",1810,1999,1942,1876
"3273",14,"B1","SYNO",13,"WW",1643,1898,1817,1715
"3274",14,"B1","SYNO",14,"WW",1643,1994,1873,1749
"3275",14,"B1","VAMA",1,"WW",1789,1881,1847,1810
"3276",14,"B1","VAMA",16,"WW",1720,1817,1784,1746
"3277",14,"B2","DASP",5,"WW",1873,1984,1940,1899
"3278",14,"B2","DASP",18,"WW",1775,1908,1875,1832
"3279",14,"B2","DEFL",9,"WW",1679,1808,1762,1716
"3280",14,"B2","DEFL",16,"WW",1735,1869,1819,1761
"3281",14,"B2","EMNI",7,"WW",1985,2077,2044,2007
"3282",14,"B2","EMNI",20,"WW",1951,2075,2048,2016
"3283",14,"B2","FERU",12,"WW",1665,1872,1795,1705
"3284",14,"B2","FERU",14,"WW",1593,1877,1782,1672
"3285",14,"B2","PLMA",1,"WW",1729,1943,1867,1792
"3286",14,"B2","PLMA",17,"WW",1886,2064,2002,1937
"3287",14,"B2","SC",12,"WW",2026,2117,2083,2044
"3288",14,"B2","SC",19,"WW",1804,1915,1872,1828
"3289",14,"B2","SEAC",1,"WW",1799,1850,1829,1809
"3290",14,"B2","SEAC",2,"WW",1878,1947,1916,1885
"3291",14,"B2","SEAL",2,"WW",1915,2022,1988,1947
"3292",14,"B2","SEAL",13,"WW",1791,1909,1868,1826
"3293",14,"B2","SESE",3,"WW",1946,2085,2032,1976
"3294",14,"B2","SESE",8,"WW",1836,2045,1962,1878
"3295",14,"B2","SITR",6,"WW",1845,1933,1893,1851
"3296",14,"B2","SITR",18,"WW",1588,1692,1654,1609
"3297",14,"B2","SOBI",2,"WW",1524,1908,1758,1594
"3298",14,"B2","SOBI",15,"WW",1668,1915,1843,1760
"3299",14,"B2","SYNO",2,"WW",1688,1991,1873,1752
"3300",14,"B2","SYNO",16,"WW",1619,1905,1810,1686
"3301",14,"B2","VAMA",9,"WW",1881,1971,1936,1900
"3302",14,"B2","VAMA",10,"WW",1788,1875,1837,1794
"3303",14,"B3","DASP",7,"WW",1796,1897,1859,1818
"3304",14,"B3","DASP",10,"WW",1832,1952,1910,1861
"3305",14,"B3","DEFL",5,"WW",1738,1881,1835,1780
"3306",14,"B3","DEFL",12,"WW",1747,1928,1866,1801
"3307",14,"B3","EMNI",11,"WW",1952,2056,2021,1978
"3308",14,"B3","EMNI",16,"WW",1977,2052,2024,1993
"3309",14,"B3","FERU",7,"WW",1815,1987,1919,1848
"3310",14,"B3","FERU",18,"WW",1625,1965,1854,1726
"3311",14,"B3","PLMA",4,"WW",1675,1866,1791,1719
"3312",14,"B3","PLMA",12,"WW",1805,1974,1919,1857
"3313",14,"B3","SC",10,"WW",1927,2034,1987,1943
"3314",14,"B3","SC",18,"WW",1976,2074,2034,1995
"3315",14,"B3","SEAC",4,"WW",1850,1956,1917,1878
"3316",14,"B3","SEAC",10,"WW",1837,1940,1907,1874
"3317",14,"B3","SEAL",9,"WW",1900,2016,1978,1935
"3318",14,"B3","SEAL",16,"WW",1773,1910,1863,1819
"3319",14,"B3","SESE",13,"WW",1909,2052,1990,1932
"3320",14,"B3","SESE",16,"WW",1822,1959,1912,1856
"3321",14,"B3","SITR",8,"WW",1839,1958,1906,1853
"3322",14,"B3","SITR",13,"WW",1691,1813,1768,1721
"3323",14,"B3","SOBI",14,"WW",1765,2028,1940,1852
"3324",14,"B3","SOBI",16,"WW",1770,2044,1944,1843
"3325",14,"B3","SYNO",1,"WW",1677,1994,1883,1764
"3326",14,"B3","SYNO",7,"WW",1633,1926,1840,1737
"3327",14,"B3","VAMA",2,"WW",1778,1871,1836,1799
"3328",14,"B3","VAMA",18,"WW",1729,1818,1782,1743
"3329",14,"B4","DASP",4,"WW",1783,1907,1862,1819
"3330",14,"B4","DASP",16,"WW",1840,1950,1911,1863
"3331",14,"B4","DEFL",11,"WW",1670,1817,1765,1709
"3332",14,"B4","DEFL",19,"WW",1710,1834,1795,1750
"3333",14,"B4","EMNI",10,"WW",2087,2186,2155,2119
"3334",14,"B4","EMNI",19,"WW",2011,2121,2079,2033
"3335",14,"B4","FERU",2,"WW",1632,1900,1793,1680
"3336",14,"B4","FERU",20,"WW",1767,1986,1915,1833
"3337",14,"B4","PLMA",3,"WW",1742,1931,1865,1794
"3338",14,"B4","PLMA",9,"WW",1722,1907,1831,1759
"3339",14,"B4","SC",5,"WW",1931,2029,1985,1942
"3340",14,"B4","SC",17,"WW",2007,2107,2066,2024
"3341",14,"B4","SEAC",8,"WW",1853,1915,1890,1863
"3342",14,"B4","SEAC",14,"WW",1852,1920,1894,1866
"3343",14,"B4","SEAL",10,"WW",1785,1902,1863,1821
"3344",14,"B4","SEAL",11,"WW",1848,1952,1919,1883
"3345",14,"B4","SESE",2,"WW",1816,1972,1907,1845
"3346",14,"B4","SESE",15,"WW",1982,2110,2064,2006
"3347",14,"B4","SITR",10,"WW",1848,1931,1893,1856
"3348",14,"B4","SITR",17,"WW",1700,1813,1772,1731
"3349",14,"B4","SOBI",3,"WW",1665,1975,1874,1768
"3350",14,"B4","SOBI",6,"WW",1527,1861,1731,1598
"3351",14,"B4","SYNO",15,"WW",1600,1949,1819,1689
"3352",14,"B4","SYNO",18,"WW",1630,1956,1854,1736
"3353",14,"B4","VAMA",13,"WW",1747,1834,1795,1752
"3354",14,"B4","VAMA",14,"WW",1839,1927,1892,1857
"3355",14,"B5","DASP",11,"WW",1702,1809,1761,1725
"3356",14,"B5","DASP",13,"WW",1827,1923,1882,1840
"3357",14,"B5","DEFL",3,"WW",1796,1928,1884,1834
"3358",14,"B5","DEFL",17,"WW",1642,1801,1743,1677
"3359",14,"B5","EMNI",4,"WW",1973,2076,2035,1990
"3360",14,"B5","EMNI",6,"WW",1962,2075,2025,1977
"3361",14,"B5","FERU",11,"WW",1595,1831,1734,1628
"3362",14,"B5","FERU",17,"WW",1589,1898,1784,1653
"3363",14,"B5","PLMA",8,"WW",1760,1953,1894,1825
"3364",14,"B5","PLMA",20,"WW",1824,2001,1930,1867
"3365",14,"B5","SC",4,"WW",1962,2080,2030,1994
"3366",14,"B5","SC",6,"WW",1881,2000,1953,1906
"3367",14,"B5","SEAC",5,"WW",1815,1895,1866,1832
"3368",14,"B5","SEAC",20,"WW",1907,2046,2001,1958
"3369",14,"B5","SEAL",6,"WW",1807,1932,1886,1842
"3370",14,"B5","SEAL",15,"WW",1883,1997,1956,1911
"3371",14,"B5","SESE",4,"WW",1864,2020,1964,1893
"3372",14,"B5","SESE",14,"WW",1835,2001,1932,1871
"3373",14,"B5","SITR",1,"WW",1745,1861,1812,1760
"3374",14,"B5","SITR",19,"WW",1845,1938,1898,1855
"3375",14,"B5","SOBI",1,"WW",1586,1907,1798,1678
"3376",14,"B5","SOBI",18,"WW",1652,1952,1844,1742
"3377",14,"B5","SYNO",4,"WW",1745,1990,1903,1824
"3378",14,"B5","SYNO",8,"WW",1806,1997,1931,1851
"3379",14,"B5","VAMA",11,"WW",1738,1839,1800,1761
"3380",14,"B5","VAMA",15,"WW",1676,1786,1745,1702
"3381",15,"B1","DASP",9,"WW",1830,1909,1867,1828
"3382",15,"B1","DASP",17,"WW",1773,1908,1849,1802
"3383",15,"B1","DEFL",2,"WW",1766,1849,1808,1777
"3384",15,"B1","DEFL",15,"WW",1782,1837,1802,1770
"3385",15,"B1","EMNI",1,"WW",2019,2115,2059,2012
"3386",15,"B1","EMNI",2,"WW",2002,2069,2032,1999
"3387",15,"B1","FERU",3,"WW",1590,1868,1742,1627
"3388",15,"B1","FERU",16,"WW",1639,1914,1772,1667
"3389",15,"B1","PLMA",5,"WW",1724,1893,1815,1748
"3390",15,"B1","PLMA",11,"WW",1878,1977,1921,1868
"3391",15,"B1","SC",9,"WW",1928,2033,1974,1929
"3392",15,"B1","SC",14,"WW",1986,2073,2023,1970
"3393",15,"B1","SEAC",9,"WW",1861,1929,1891,1855
"3394",15,"B1","SEAC",12,"WW",1877,1861,1827,1800
"3395",15,"B1","SEAL",5,"WW",1820,1908,1855,1809
"3396",15,"B1","SEAL",7,"WW",1756,1856,1812,1781
"3397",15,"B1","SESE",9,"WW",1943,2058,1976,1909
"3398",15,"B1","SESE",19,"WW",1900,2043,1994,1955
"3399",15,"B1","SITR",4,"WW",1882,1968,1910,1874
"3400",15,"B1","SITR",11,"WW",1756,1828,1781,1741
"3401",15,"B1","SOBI",11,"WW",1632,1908,1817,1730
"3402",15,"B1","SOBI",20,"WW",1843,1998,1930,1849
"3403",15,"B1","SYNO",13,"WW",1667,1887,1770,1670
"3404",15,"B1","SYNO",14,"WW",1666,2021,1856,1731
"3405",15,"B1","VAMA",1,"WW",1787,1872,1824,1782
"3406",15,"B1","VAMA",16,"WW",1726,1811,1761,1717
"3407",15,"B2","DASP",5,"WW",1874,1988,1934,1891
"3408",15,"B2","DASP",18,"WW",1817,1912,1865,1823
"3409",15,"B2","DEFL",9,"WW",1688,1788,1720,1660
"3410",15,"B2","DEFL",16,"WW",1732,1881,1822,1768
"3411",15,"B2","EMNI",7,"WW",NA,2077,2022,1975
"3412",15,"B2","EMNI",20,"WW",1996,2070,2036,2001
"3413",15,"B2","FERU",12,"WW",1647,1882,1767,1673
"3414",15,"B2","FERU",14,"WW",1631,1848,1737,1637
"3415",15,"B2","PLMA",1,"WW",NA,1950,1855,1773
"3416",15,"B2","PLMA",17,"WW",1904,2057,1981,1909
"3417",15,"B2","SC",12,"WW",2029,2117,2076,2029
"3418",15,"B2","SC",19,"WW",1801,1925,1871,1827
"3419",15,"B2","SEAC",1,"WW",1794,1850,1820,1792
"3420",15,"B2","SEAC",2,"WW",1872,1931,1893,1856
"3421",15,"B2","SEAL",2,"WW",1920,2013,1972,1936
"3422",15,"B2","SEAL",13,"WW",NA,1913,1868,1827
"3423",15,"B2","SESE",3,"WW",1939,2051,1964,1890
"3424",15,"B2","SESE",8,"WW",1832,2073,1993,1922
"3425",15,"B2","SITR",6,"WW",1827,1942,1885,1838
"3426",15,"B2","SITR",18,"WW",1581,1670,1609,1555
"3427",15,"B2","SOBI",2,"WW",1496,1919,1735,1577
"3428",15,"B2","SOBI",15,"WW",1719,1916,1843,1766
"3429",15,"B2","SYNO",2,"WW",1672,2007,1858,1732
"3430",15,"B2","SYNO",16,"WW",1629,1916,1784,1666
"3431",15,"B2","VAMA",9,"WW",1885,1962,1922,1882
"3432",15,"B2","VAMA",10,"WW",1770,1879,1828,1780
"3433",15,"B3","DASP",7,"WW",1874,1902,1852,1811
"3434",15,"B3","DASP",10,"WW",1841,1941,1885,1834
"3435",15,"B3","DEFL",5,"WW",1753,1866,1795,1727
"3436",15,"B3","DEFL",12,"WW",1766,1937,1866,1801
"3437",15,"B3","EMNI",11,"WW",1952,2064,2009,1962
"3438",15,"B3","EMNI",16,"WW",1978,2043,2009,1976
"3439",15,"B3","FERU",7,"WW",1646,1996,1895,1809
"3440",15,"B3","FERU",18,"WW",1677,1952,1823,1695
"3441",15,"B3","PLMA",4,"WW",1675,1891,1802,1728
"3442",15,"B3","PLMA",12,"WW",1829,1956,1885,1816
"3443",15,"B3","SC",10,"WW",1802,2037,1977,1926
"3444",15,"B3","SC",18,"WW",1976,2058,2010,1963
"3445",15,"B3","SEAC",4,"WW",1858,1948,1901,1856
"3446",15,"B3","SEAC",10,"WW",1850,1945,1899,1861
"3447",15,"B3","SEAL",9,"WW",1913,2009,1968,1928
"3448",15,"B3","SEAL",16,"WW",1791,1923,1866,1823
"3449",15,"B3","SESE",13,"WW",1833,2061,2000,1953
"3450",15,"B3","SESE",16,"WW",1825,1932,1858,1789
"3451",15,"B3","SITR",8,"WW",1824,1969,1906,1850
"3452",15,"B3","SITR",13,"WW",1694,1791,1727,1667
"3453",15,"B3","SOBI",14,"WW",1807,2035,1943,1841
"3454",15,"B3","SOBI",16,"WW",1498,2083,1996,1895
"3455",15,"B3","SYNO",1,"WW",1674,2016,1867,1745
"3456",15,"B3","SYNO",7,"WW",1687,1911,1794,1691
"3457",15,"B3","VAMA",2,"WW",1784,1858,1815,1773
"3458",15,"B3","VAMA",18,"WW",1720,1823,1776,1734
"3459",15,"B4","DASP",4,"WW",1793,1908,1855,1809
"3460",15,"B4","DASP",16,"WW",1840,1943,1889,1836
"3461",15,"B4","DEFL",11,"WW",1680,1827,1768,1712
"3462",15,"B4","DEFL",19,"WW",1725,1813,1749,1688
"3463",15,"B4","EMNI",10,"WW",2103,2182,2150,2112
"3464",15,"B4","EMNI",19,"WW",2006,2134,2078,2031
"3465",15,"B4","FERU",2,"WW",1607,1937,1797,1673
"3466",15,"B4","FERU",20,"WW",1798,1972,1878,1788
"3467",15,"B4","PLMA",3,"WW",1755,1925,1842,1761
"3468",15,"B4","PLMA",9,"WW",1714,1918,1831,1752
"3469",15,"B4","SC",5,"WW",1916,2037,1982,1933
"3470",15,"B4","SC",17,"WW",2003,2105,2056,2004
"3471",15,"B4","SEAC",8,"WW",1849,1902,1867,1832
"3472",15,"B4","SEAC",14,"WW",1847,1921,1881,1849
"3473",15,"B4","SEAL",10,"WW",1797,1916,1867,1827
"3474",15,"B4","SEAL",11,"WW",1861,1943,1907,1871
"3475",15,"B4","SESE",2,"WW",1817,1989,1927,1874
"3476",15,"B4","SESE",15,"WW",1969,2072,1987,1906
"3477",15,"B4","SITR",10,"WW",1832,1907,1858,1809
"3478",15,"B4","SITR",17,"WW",1708,1811,1762,1719
"3479",15,"B4","SOBI",3,"WW",1718,2006,1911,1800
"3480",15,"B4","SOBI",6,"WW",1520,1869,1717,1590
"3481",15,"B4","SYNO",15,"WW",1609,1973,1815,1688
"3482",15,"B4","SYNO",18,"WW",1677,1956,1821,1699
"3483",15,"B4","VAMA",13,"WW",1127,1835,1786,1744
"3484",15,"B4","VAMA",14,"WW",1837,1920,1877,1835
"3485",15,"B5","DASP",11,"WW",1700,1811,1755,1712
"3486",15,"B5","DASP",13,"WW",1823,1924,1870,1822
"3487",15,"B5","DEFL",3,"WW",1808,1902,1832,1772
"3488",15,"B5","DEFL",17,"WW",1642,1820,1748,1681
"3489",15,"B5","EMNI",4,"WW",1974,2070,2028,1988
"3490",15,"B5","EMNI",6,"WW",1946,2075,2010,1960
"3491",15,"B5","FERU",11,"WW",1560,1825,1676,1554
"3492",15,"B5","FERU",17,"WW",1605,1887,1760,1645
"3493",15,"B5","PLMA",8,"WW",1796,1938,1857,1786
"3494",15,"B5","PLMA",20,"WW",1825,2012,1918,1840
"3495",15,"B5","SC",4,"WW",1966,2087,2017,1964
"3496",15,"B5","SC",6,"WW",1884,1999,1942,1888
"3497",15,"B5","SEAC",5,"WW",1811,1910,1857,1819
"3498",15,"B5","SEAC",20,"WW",1937,2020,1972,1930
"3499",15,"B5","SEAL",6,"WW",1816,1937,1884,1840
"3500",15,"B5","SEAL",15,"WW",1888,1991,1942,1896
"3501",15,"B5","SESE",4,"WW",1851,1985,1885,1795
"3502",15,"B5","SESE",14,"WW",1835,2020,1942,1883
"3503",15,"B5","SITR",1,"WW",1726,1867,1793,1731
"3504",15,"B5","SITR",19,"WW",1829,1914,1853,1797
"3505",15,"B5","SOBI",1,"WW",1630,1945,1829,1715
"3506",15,"B5","SOBI",18,"WW",1684,1975,1865,1715
"3507",15,"B5","SYNO",4,"WW",1773,1994,1891,1810
"3508",15,"B5","SYNO",8,"WW",1821,1978,1878,1793
"3509",15,"B5","VAMA",11,"WW",1741,1839,1785,1739
"3510",15,"B5","VAMA",15,"WW",1675,1795,1736,1690
"3511",16,"B1","DASP",9,"WW",1763,1897,1861,1833
"3512",16,"B1","DASP",17,"WW",1746,1913,1868,1835
"3513",16,"B1","DEFL",2,"WW",1733,1835,1807,1785
"3514",16,"B1","DEFL",15,"WW",1726,1831,1801,1773
"3515",16,"B1","EMNI",1,"WW",1943,2087,2049,2020
"3516",16,"B1","EMNI",2,"WW",1957,2056,2029,2003
"3517",16,"B1","FERU",3,"WW",1548,1880,1790,1716
"3518",16,"B1","FERU",16,"WW",1560,1920,1836,1773
"3519",16,"B1","PLMA",5,"WW",1642,1871,1812,1767
"3520",16,"B1","PLMA",11,"WW",1814,1976,1936,1908
"3521",16,"B1","SC",9,"WW",1876,2027,1984,1953
"3522",16,"B1","SC",14,"WW",1901,2062,2027,1993
"3523",16,"B1","SEAC",9,"WW",1798,1921,1894,1869
"3524",16,"B1","SEAC",12,"WW",1812,1917,1884,1859
"3525",16,"B1","SEAL",5,"WW",1769,1910,1879,1849
"3526",16,"B1","SEAL",7,"WW",1743,1862,1830,1807
"3527",16,"B1","SESE",9,"WW",1849,2075,2030,1991
"3528",16,"B1","SESE",19,"WW",1912,2051,2015,1988
"3529",16,"B1","SITR",4,"WW",1756,1934,1887,1848
"3530",16,"B1","SITR",11,"WW",1672,1807,1777,1752
"3531",16,"B1","SOBI",11,"WW",1574,1897,1813,1751
"3532",16,"B1","SOBI",20,"WW",1748,2014,1952,1902
"3533",16,"B1","SYNO",13,"WW",1588,1897,1821,1759
"3534",16,"B1","SYNO",14,"WW",1567,1976,1878,1793
"3535",16,"B1","VAMA",1,"WW",1724,1869,1834,1809
"3536",16,"B1","VAMA",16,"WW",1660,1810,1763,1734
"3537",16,"B2","DASP",5,"WW",1823,1991,1947,1912
"3538",16,"B2","DASP",18,"WW",1773,1905,1866,1835
"3539",16,"B2","DEFL",9,"WW",1609,1795,1744,1697
"3540",16,"B2","DEFL",16,"WW",1704,1874,1829,1795
"3541",16,"B2","EMNI",7,"WW",1921,2054,2013,1986
"3542",16,"B2","EMNI",20,"WW",1974,2075,2047,2024
"3543",16,"B2","FERU",12,"WW",1499,1845,1759,1695
"3544",16,"B2","FERU",14,"WW",1554,1883,1790,1708
"3545",16,"B2","PLMA",1,"WW",1677,1941,1878,1827
"3546",16,"B2","PLMA",17,"WW",1857,2061,2014,1976
"3547",16,"B2","SC",12,"WW",1960,2114,2073,2039
"3548",16,"B2","SC",19,"WW",1768,NA,1877,1846
"3549",16,"B2","SEAC",1,"WW",1744,1830,1801,1780
"3550",16,"B2","SEAC",2,"WW",1804,1918,1891,1869
"3551",16,"B2","SEAL",2,"WW",1907,2025,1995,1967
"3552",16,"B2","SEAL",13,"WW",1777,NA,1877,1854
"3553",16,"B2","SESE",3,"WW",1819,2051,2002,1958
"3554",16,"B2","SESE",8,"WW",1802,2059,2003,1957
"3555",16,"B2","SITR",6,"WW",1761,1921,1884,1857
"3556",16,"B2","SITR",18,"WW",1480,1660,1608,1565
"3557",16,"B2","SOBI",2,"WW",1446,1924,1811,1718
"3558",16,"B2","SOBI",15,"WW",1669,1928,1848,1782
"3559",16,"B2","SYNO",2,"WW",1534,1961,1860,1775
"3560",16,"B2","SYNO",16,"WW",1554,1928,1837,1763
"3561",16,"B2","VAMA",9,"WW",1836,1954,1917,1890
