recorded_by_mdy,typed_by_mdy,session,block,pot_ID,treatment,sample_month,sample_day,sample_year,period,weight_lbs,weight_grams,remarks
GX - 07/13/2018,GX - 07/13/2018,2,B2,PLMA-6,WD,7,13,2018,T2,4.31,1955,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SC-7,WD,7,13,2018,T2,4.29,1946,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SYNO-17,WD,7,13,2018,T2,4.20,1905,
GX - 07/13/2018,GX - 07/13/2018,2,B2,DASP-6,WD,7,13,2018,T2,4.06,1842,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SITR-2,WD,7,13,2018,T2,4.21,1910,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SEAL-8,WD,7,13,2018,T2,4.16,1887,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SOBI-9,WD,7,13,2018,T2,3.96,1796,
GX - 07/14/2018,GX - 07/18/2018,2,B5,FERU-10,WD,7,14,2018,T3,4.19,1901,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SESE-7,WD,7,13,2018,T2,4.35,1973,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SC-11,WD,7,13,2018,T2,4.49,2037,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SOBI-13,WD,7,13,2018,T2,4.23,1919,typo; changed from SOBI-7 to SOBI-13
GX - 07/13/2018,GX - 07/13/2018,2,B2,DEFL-1,WD,7,13,2018,T2,4.06,1842,
GX - 07/13/2018,GX - 07/13/2018,2,B2,EMNI-15,WD,7,13,2018,T2,4.04,1833,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SYNO-19,WD,7,13,2018,T2,4.08,1851,
GX - 07/13/2018,GX - 07/13/2018,2,B2,PLMA-18,WD,7,13,2018,T2,4.22,1914,
GX - 07/13/2018,GX - 07/13/2018,2,B2,VAMA-17,WD,7,13,2018,T2,4.19,1901,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SESE-10,WD,7,13,2018,T2,4.15,1882,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SEAL-12,WD,7,13,2018,T2,4.04,1833,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SITR-20,WD,7,13,2018,T2,4.26,1932,
GX - 07/13/2018,GX - 07/13/2018,2,B2,DASP-15,WD,7,13,2018,T2,4.07,1846,
GX - 07/13/2018,GX - 07/13/2018,2,B2,SEAC-13,WD,7,13,2018,T2,4.20,1905,
GX - 07/15/2018,GX - 07/18/2018,2,B5,FERU-10,WD,7,15,2018,T4,4.10,1860,
GX - 07/13/2018,GX - 07/13/2018,2,B1,DEFL-18,WD,7,13,2018,T1,3.09,1402,
GX - 07/13/2018,GX - 07/13/2018,2,B1,EMNI-12,WD,7,13,2018,T1,3.76,1705,
GX - 07/13/2018,GX - 07/13/2018,2,B1,VAMA-19,WD,7,13,2018,T1,3.51,1592,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SEAC-11,WD,7,13,2018,T1,3.41,1547,
GX - 07/13/2018,GX - 07/13/2018,2,B1,PLMA-16,WD,7,13,2018,T1,3.41,1547,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SC-15,WD,7,13,2018,T1,3.09,1402,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SYNO-9,WD,7,13,2018,T1,2.99,1356,
GX - 07/13/2018,GX - 07/13/2018,2,B1,DASP-1,WD,7,13,2018,T1,3.44,1560,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SITR-5,WD,7,13,2018,T1,3.68,1669,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SEAL-14,WD,7,13,2018,T1,3.09,1402,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SOBI-17,WD,7,13,2018,T1,2.95,1338,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SESE-20,WD,7,13,2018,T1,3.15,1429,
GX - 07/20/2018,GX - 07/21/2018,3,B5,FERU-10,WD,7,20,2018,T1,3.37,1529,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SC-1,WD,7,13,2018,T1,3.38,1533,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SOBI-5,WD,7,13,2018,T1,2.71,1229,typo; changed from SOBI-15 to SOBI-5
GX - 07/13/2018,GX - 07/13/2018,2,B1,DEFL-13,WD,7,13,2018,T1,3.13,1420,
GX - 07/13/2018,GX - 07/13/2018,2,B1,EMNI-13,WD,7,13,2018,T1,3.87,1755,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SYNO-11,WD,7,13,2018,T1,3.27,1483,
GX - 07/13/2018,GX - 07/13/2018,2,B1,PLMA-10,WD,7,13,2018,T1,3.16,1433,
GX - 07/13/2018,GX - 07/13/2018,2,B1,VAMA-20,WD,7,13,2018,T1,3.73,1692,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SESE-18,WD,7,13,2018,T1,3.18,1442,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SEAL-4,WD,7,13,2018,T1,2.88,1306,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SITR-7,WD,7,13,2018,T1,3.67,1665,
GX - 07/13/2018,GX - 07/13/2018,2,B1,DASP-12,WD,7,13,2018,T1,3.82,1733,typo; changed from DASP-17 to DASP-12
GX - 07/13/2018,GX - 07/13/2018,2,B1,SEAC-17,WD,7,13,2018,T1,3.72,1687,
GX - 07/20/2018,GX - 07/21/2018,3,B5,FERU-10,WD,7,20,2018,T2,4.43,2009,
GX - 07/13/2018,GX - 07/13/2018,2,B1,DEFL-18,WD,7,13,2018,T2,3.97,1801,
GX - 07/13/2018,GX - 07/13/2018,2,B1,EMNI-12,WD,7,13,2018,T2,4.55,2064,
GX - 07/13/2018,GX - 07/13/2018,2,B1,VAMA-19,WD,7,13,2018,T2,4.17,1891,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SEAC-11,WD,7,13,2018,T2,4.21,1910,
GX - 07/13/2018,GX - 07/13/2018,2,B1,PLMA-16,WD,7,13,2018,T2,4.21,1910,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SC-15,WD,7,13,2018,T2,4.17,1891,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SYNO-9,WD,7,13,2018,T2,4.10,1860,
GX - 07/13/2018,GX - 07/13/2018,2,B1,DASP-1,WD,7,13,2018,T2,4.10,1860,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SITR-5,WD,7,13,2018,T2,4.49,2037,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SEAL-14,WD,7,13,2018,T2,4.13,1873,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SOBI-17,WD,7,13,2018,T2,4.13,1873,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SESE-20,WD,7,13,2018,T2,4.00,1814,
GX - 07/21/2018,GX - 07/21/2018,3,B5,FERU-10,WD,7,21,2018,T3,4.36,1978,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SC-1,WD,7,13,2018,T2,4.49,2037,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SOBI-5,WD,7,13,2018,T2,3.74,1696,typo; changed from SOBI-15 to SOBI-5
GX - 07/13/2018,GX - 07/13/2018,2,B1,DEFL-13,WD,7,13,2018,T2,4.17,1891,
GX - 07/13/2018,GX - 07/13/2018,2,B1,EMNI-13,WD,7,13,2018,T2,4.65,2109,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SYNO-11,WD,7,13,2018,T2,4.37,1982,
GX - 07/13/2018,GX - 07/13/2018,2,B1,PLMA-10,WD,7,13,2018,T2,4.29,1946,
GX - 07/13/2018,GX - 07/13/2018,2,B1,VAMA-20,WD,7,13,2018,T2,4.43,2009,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SESE-18,WD,7,13,2018,T2,4.16,1887,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SEAL-4,WD,7,13,2018,T2,3.89,1764,
GX - 07/13/2018,GX - 07/13/2018,2,B1,SITR-7,WD,7,13,2018,T2,4.29,1946,
GX - 07/13/2018,GX - 07/13/2018,2,B1,DASP-12,WD,7,13,2018,T2,4.19,1901,typo; changed from DASP-17 to DASP-12
GX - 07/13/2018,GX - 07/13/2018,2,B1,SEAC-17,WD,7,13,2018,T2,4.39,1991,
GX - 07/22/2018,GX - 07/23/2018,3,B5,FERU-10,WD,7,22,2018,T4,4.30,1950,
GX - 07/14/2018,GX - 07/18/2018,2,B5,DEFL-8,WD,7,14,2018,T3,3.84,1742,
GX - 07/14/2018,GX - 07/18/2018,2,B5,EMNI-17,WD,7,14,2018,T3,4.57,2073,
GX - 07/14/2018,GX - 07/18/2018,2,B5,VAMA-4,WD,7,14,2018,T3,4.23,1919,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SEAC-6,WD,7,14,2018,T3,4.12,1869,
GX - 07/14/2018,GX - 07/18/2018,2,B5,PLMA-19,WD,7,14,2018,T3,3.90,1769,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SC-16,WD,7,14,2018,T3,4.57,2073,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SYNO-20,WD,7,14,2018,T3,4.25,1928,
GX - 07/14/2018,GX - 07/18/2018,2,B5,DASP-19,WD,7,14,2018,T3,3.89,1764,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SITR-15,WD,7,14,2018,T3,4.20,1905,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SEAL-19,WD,7,14,2018,T3,3.94,1787,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SOBI-8,WD,7,14,2018,T3,3.81,1728,
GX - 07/27/2018,GX - 07/27/2018,4,B5,FERU-10,WD,7,27,2018,T1,3.75,1701,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SESE-6,WD,7,14,2018,T3,3.91,1774,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SC-8,WD,7,14,2018,T3,3.95,1792,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SOBI-12,WD,7,14,2018,T3,3.79,1719,
GX - 07/14/2018,GX - 07/18/2018,2,B5,DEFL-7,WD,7,14,2018,T3,3.94,1787,
GX - 07/14/2018,GX - 07/18/2018,2,B5,EMNI-3,WD,7,14,2018,T3,4.55,2064,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SYNO-6,WD,7,14,2018,T3,3.96,1796,
GX - 07/14/2018,GX - 07/18/2018,2,B5,PLMA-15,WD,7,14,2018,T3,4.10,1860,
GX - 07/07/2018,GX - 07/09/2018,1,B5,VAMA-5,WD,7,7,2018,T3,4.10,1860,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SESE-5,WD,7,14,2018,T3,3.92,1778,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SEAL-18,WD,7,14,2018,T3,3.56,1615,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SITR-9,WD,7,14,2018,T3,4.25,1928,
GX - 07/14/2018,GX - 07/18/2018,2,B5,DASP-8,WD,7,14,2018,T3,4.04,1833,
GX - 07/14/2018,GX - 07/18/2018,2,B5,SEAC-7,WD,7,14,2018,T3,4.08,1851,
GX - 07/27/2018,GX - 07/27/2018,4,B5,FERU-10,WD,7,27,2018,T2,4.39,1991,
GX - 07/15/2018,GX - 07/18/2018,2,B5,DEFL-8,WD,7,15,2018,T4,3.75,1701,
GX - 07/15/2018,GX - 07/18/2018,2,B5,EMNI-17,WD,7,15,2018,T4,4.53,2055,
GX - 07/15/2018,GX - 07/18/2018,2,B5,VAMA-4,WD,7,15,2018,T4,4.18,1896,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SEAC-6,WD,7,15,2018,T4,4.07,1846,
GX - 07/15/2018,GX - 07/18/2018,2,B5,PLMA-19,WD,7,15,2018,T4,3.84,1742,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SC-16,WD,7,15,2018,T4,4.53,2055,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SYNO-20,WD,7,15,2018,T4,4.21,1910,
GX - 07/15/2018,GX - 07/18/2018,2,B5,DASP-19,WD,7,15,2018,T4,3.84,1742,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SITR-15,WD,7,15,2018,T4,4.14,1878,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SEAL-19,WD,7,15,2018,T4,3.85,1746,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SOBI-8,WD,7,15,2018,T4,3.71,1683,
GX - 07/28/2018,GX - 07/28/2018,4,B5,FERU-10,WD,7,28,2018,T3,4.33,1964,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SESE-6,WD,7,15,2018,T4,3.84,1742,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SC-8,WD,7,15,2018,T4,3.88,1760,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SOBI-12,WD,7,15,2018,T4,3.68,1669,
GX - 07/15/2018,GX - 07/18/2018,2,B5,DEFL-7,WD,7,15,2018,T4,3.84,1742,
GX - 07/15/2018,GX - 07/18/2018,2,B5,EMNI-3,WD,7,15,2018,T4,4.49,2037,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SYNO-6,WD,7,15,2018,T4,3.86,1751,
GX - 07/15/2018,GX - 07/18/2018,2,B5,PLMA-15,WD,7,15,2018,T4,4.01,1819,
GX - 07/08/2018,GX - 07/09/2018,1,B5,VAMA-5,WD,7,8,2018,T4,4.00,1814,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SESE-5,WD,7,15,2018,T4,3.83,1737,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SEAL-18,WD,7,15,2018,T4,3.47,1574,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SITR-9,WD,7,15,2018,T4,4.18,1896,
GX - 07/15/2018,GX - 07/18/2018,2,B5,DASP-8,WD,7,15,2018,T4,3.96,1796,
GX - 07/15/2018,GX - 07/18/2018,2,B5,SEAC-7,WD,7,15,2018,T4,4.00,1814,
GX - 07/29/2018,GX - 07/29/2018,4,B5,FERU-10,WD,7,29,2018,T4,4.21,1910,
GX - 07/14/2018,GX - 07/15/2018,2,B4,DEFL-14,WD,7,14,2018,T3,3.98,1805,
GX - 07/14/2018,GX - 07/15/2018,2,B4,EMNI-8,WD,7,14,2018,T3,4.45,2018,
GX - 07/14/2018,GX - 07/15/2018,2,B4,VAMA-6,WD,7,14,2018,T3,4.28,1941,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SEAC-18,WD,7,14,2018,T3,4.40,1996,
GX - 07/14/2018,GX - 07/15/2018,2,B4,PLMA-7,WD,7,14,2018,T3,4.16,1887,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SC-3,WD,7,14,2018,T3,4.24,1923,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SYNO-5,WD,7,14,2018,T3,4.00,1814,typo; changed from SYNO-7 to SYNO-5
GX - 07/14/2018,GX - 07/15/2018,2,B4,DASP-2,WD,7,14,2018,T3,4.05,1837,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SITR-12,WD,7,14,2018,T3,4.21,1910,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SEAL-20,WD,7,14,2018,T3,3.72,1687,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SOBI-4,WD,7,14,2018,T3,3.92,1778,
GX - 08/03/2018,GX - 08/03/2018,5,B5,FERU-10,WD,8,3,2018,T1,3.40,1542,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SESE-1,WD,7,14,2018,T3,4.12,1869,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SC-20,WD,7,14,2018,T3,4.33,1964,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SOBI-7,WD,7,14,2018,T3,3.78,1715,
GX - 07/14/2018,GX - 07/15/2018,2,B4,DEFL-4,WD,7,14,2018,T3,4.29,1946,
GX - 07/14/2018,GX - 07/15/2018,2,B4,EMNI-14,WD,7,14,2018,T3,4.56,2068,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SYNO-10,WD,7,14,2018,T3,4.03,1828,
GX - 07/14/2018,GX - 07/15/2018,2,B4,PLMA-13,WD,7,14,2018,T3,4.27,1937,
GX - 07/14/2018,GX - 07/15/2018,2,B4,VAMA-8,WD,7,14,2018,T3,4.02,1823,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SESE-12,WD,7,14,2018,T3,4.22,1914,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SEAL-17,WD,7,14,2018,T3,3.90,1769,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SITR-16,WD,7,14,2018,T3,4.20,1905,
GX - 07/14/2018,GX - 07/15/2018,2,B4,DASP-20,WD,7,14,2018,T3,4.31,1955,
GX - 07/14/2018,GX - 07/15/2018,2,B4,SEAC-16,WD,7,14,2018,T3,4.12,1869,
GX - 08/03/2018,GX - 08/03/2018,5,B5,FERU-10,WD,8,3,2018,T2,4.36,1978,
GX - 07/15/2018,GX - 07/15/2018,2,B4,DEFL-14,WD,7,15,2018,T4,3.90,1769,
GX - 07/15/2018,GX - 07/15/2018,2,B4,EMNI-8,WD,7,15,2018,T4,4.40,1996,
GX - 07/15/2018,GX - 07/15/2018,2,B4,VAMA-6,WD,7,15,2018,T4,4.22,1914,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SEAC-18,WD,7,15,2018,T4,4.33,1964,
GX - 07/15/2018,GX - 07/15/2018,2,B4,PLMA-7,WD,7,15,2018,T4,4.05,1837,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SC-3,WD,7,15,2018,T4,4.19,1901,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SYNO-5,WD,7,15,2018,T4,3.90,1769,typo; changed from SYNO-7 to SYNO-5
GX - 07/15/2018,GX - 07/15/2018,2,B4,DASP-2,WD,7,15,2018,T4,4.00,1814,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SITR-12,WD,7,15,2018,T4,4.16,1887,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SEAL-20,WD,7,15,2018,T4,3.64,1651,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SOBI-4,WD,7,15,2018,T4,3.77,1710,
GX - 08/04/2018,GX - 08/08/2018,5,B5,FERU-10,WD,8,4,2018,T3,4.19,1901,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SESE-1,WD,7,15,2018,T4,4.03,1828,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SC-20,WD,7,15,2018,T4,4.27,1937,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SOBI-7,WD,7,15,2018,T4,3.66,1660,
GX - 07/15/2018,GX - 07/15/2018,2,B4,DEFL-4,WD,7,15,2018,T4,4.20,1905,
GX - 07/15/2018,GX - 07/15/2018,2,B4,EMNI-14,WD,7,15,2018,T4,4.51,2046,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SYNO-10,WD,7,15,2018,T4,3.94,1787,
GX - 07/15/2018,GX - 07/15/2018,2,B4,PLMA-13,WD,7,15,2018,T4,4.16,1887,
GX - 07/15/2018,GX - 07/15/2018,2,B4,VAMA-8,WD,7,15,2018,T4,3.96,1796,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SESE-12,WD,7,15,2018,T4,4.18,1896,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SEAL-17,WD,7,15,2018,T4,3.81,1728,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SITR-16,WD,7,15,2018,T4,4.16,1887,
GX - 07/15/2018,GX - 07/15/2018,2,B4,DASP-20,WD,7,15,2018,T4,4.28,1941,
GX - 07/15/2018,GX - 07/15/2018,2,B4,SEAC-16,WD,7,15,2018,T4,4.13,1873,
GX - 08/05/2018,GX - 08/05/2018,5,B5,FERU-10,WD,8,5,2018,T4,4.07,1846,
GX - 07/14/2018,GX - 07/18/2018,2,B3,DEFL-10,WD,7,14,2018,T3,3.88,1760,
GX - 07/14/2018,GX - 07/18/2018,2,B3,EMNI-18,WD,7,14,2018,T3,4.57,2073,
GX - 07/14/2018,GX - 07/18/2018,2,B3,VAMA-7,WD,7,14,2018,T3,4.42,2005,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SEAC-19,WD,7,14,2018,T3,4.40,1996,
GX - 07/14/2018,GX - 07/18/2018,2,B3,PLMA-2,WD,7,14,2018,T3,4.04,1833,
GX - 07/13/2018,GX - 07/13/2018,2,B3,SC-2,WD,7,13,2018,T1,3.13,1420,typo; changed from SC-20 to SC-2
GX - 07/14/2018,GX - 07/18/2018,2,B3,SYNO-12,WD,7,14,2018,T3,4.00,1814,
GX - 07/13/2018,GX - 07/13/2018,2,B3,DASP-3,WD,7,13,2018,T1,3.67,1665,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SITR-3,WD,7,14,2018,T3,4.14,1878,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SOBI-10,WD,7,14,2018,T3,3.89,1764,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SEAL-3,WD,7,14,2018,T3,3.99,1810,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SESE-17,WD,7,14,2018,T3,3.98,1805,
GX - 08/10/2018,GX - 08/13/2018,6,B5,FERU-10,WD,8,10,2018,T1,3.43,1556,
GX - 07/13/2018,GX - 07/13/2018,2,B3,SC-2,WD,7,13,2018,T2,3.66,1660,typo; changed from SC-20 to SC-2
GX - 07/14/2018,GX - 07/18/2018,2,B3,SOBI-19,WD,7,14,2018,T3,4.61,2091,
GX - 07/14/2018,GX - 07/18/2018,2,B3,DEFL-6,WD,7,14,2018,T3,4.21,1910,
GX - 07/14/2018,GX - 07/18/2018,2,B3,EMNI-5,WD,7,14,2018,T3,4.42,2005,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SYNO-3,WD,7,14,2018,T3,3.99,1810,
GX - 07/14/2018,GX - 07/18/2018,2,B3,PLMA-14,WD,7,14,2018,T3,3.71,1683,
GX - 07/14/2018,GX - 07/18/2018,2,B3,VAMA-12,WD,7,14,2018,T3,4.25,1928,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SESE-11,WD,7,14,2018,T3,4.03,1828,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SEAL-1,WD,7,14,2018,T3,4.06,1842,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SITR-14,WD,7,14,2018,T3,4.10,1860,
GX - 07/13/2018,GX - 07/13/2018,2,B3,DASP-3,WD,7,13,2018,T2,4.35,1973,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SEAC-15,WD,7,14,2018,T3,4.39,1991,
GX - 08/10/2018,GX - 08/13/2018,6,B5,FERU-10,WD,8,10,2018,T2,4.33,1964,
GX - 07/15/2018,GX - 07/15/2018,2,B3,DEFL-10,WD,7,15,2018,T4,3.81,1728,
GX - 07/15/2018,GX - 07/15/2018,2,B3,EMNI-18,WD,7,15,2018,T4,4.56,2068,
GX - 07/15/2018,GX - 07/15/2018,2,B3,VAMA-7,WD,7,15,2018,T4,4.35,1973,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SEAC-19,WD,7,15,2018,T4,4.33,1964,
GX - 07/15/2018,GX - 07/15/2018,2,B3,PLMA-2,WD,7,15,2018,T4,3.92,1778,
GX - 07/14/2018,GX - 07/18/2018,2,B3,SC-2,WD,7,14,2018,T3,4.14,1628,typo; changed from SC-20 to SC-2
GX - 07/15/2018,GX - 07/15/2018,2,B3,SYNO-12,WD,7,15,2018,T4,3.88,1760,
GX - 07/14/2018,GX - 07/18/2018,2,B3,DASP-3,WD,7,14,2018,T3,4.28,1941,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SITR-3,WD,7,15,2018,T4,4.09,1855,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SOBI-10,WD,7,15,2018,T4,3.77,1710,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SEAL-3,WD,7,15,2018,T4,3.91,1774,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SESE-17,WD,7,15,2018,T4,3.92,1778,
GX - 08/11/2018,GX - 08/13/2018,6,B5,FERU-10,WD,8,11,2018,T3,4.16,1887,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SC-2,WD,7,15,2018,T4,4.08,1606,typo; changed from SC-20 to SC-2
GX - 07/15/2018,GX - 07/15/2018,2,B3,SOBI-19,WD,7,15,2018,T4,4.56,2068,
GX - 07/15/2018,GX - 07/15/2018,2,B3,DEFL-6,WD,7,15,2018,T4,4.11,1864,
GX - 07/15/2018,GX - 07/15/2018,2,B3,EMNI-5,WD,7,15,2018,T4,4.36,1978,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SYNO-3,WD,7,15,2018,T4,3.89,1764,
GX - 07/15/2018,GX - 07/15/2018,2,B3,PLMA-14,WD,7,15,2018,T4,3.63,1647,
GX - 07/15/2018,GX - 07/15/2018,2,B3,VAMA-12,WD,7,15,2018,T4,4.19,1901,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SESE-11,WD,7,15,2018,T4,3.93,1783,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SEAL-1,WD,7,15,2018,T4,3.98,1805,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SITR-14,WD,7,15,2018,T4,4.05,1837,
GX - 07/15/2018,GX - 07/15/2018,2,B3,DASP-3,WD,7,15,2018,T4,4.23,1919,
GX - 07/15/2018,GX - 07/15/2018,2,B3,SEAC-15,WD,7,15,2018,T4,4.28,1941,
GX - 08/11/2018,GX - 08/13/2018,6,B5,FERU-10,WD,8,12,2018,T4,3.98,1805,
GX - 07/14/2018,GX - 07/18/2018,2,B2,DEFL-20,WD,7,14,2018,T3,3.88,1760,
GX - 07/14/2018,GX - 07/18/2018,2,B2,EMNI-9,WD,7,14,2018,T3,4.52,2050,
GX - 07/14/2018,GX - 07/18/2018,2,B2,VAMA-3,WD,7,14,2018,T3,4.25,1928,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SEAC-3,WD,7,14,2018,T3,4.22,1914,
GX - 07/14/2018,GX - 07/18/2018,2,B2,PLMA-6,WD,7,14,2018,T3,4.26,1932,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SC-7,WD,7,14,2018,T3,4.23,1919,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SYNO-17,WD,7,14,2018,T3,4.12,1869,
GX - 07/14/2018,GX - 07/18/2018,2,B2,DASP-6,WD,7,14,2018,T3,3.99,1810,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SITR-2,WD,7,14,2018,T3,4.14,1878,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SEAL-8,WD,7,14,2018,T3,4.08,1851,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SOBI-9,WD,7,14,2018,T3,3.87,1755,
GX - 08/17/2018,GX - 08/18/2018,7,B5,FERU-10,WD,8,17,2018,T1,3.44,1560,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SESE-7,WD,7,14,2018,T3,4.25,1928,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SC-11,WD,7,14,2018,T3,4.42,2005,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SOBI-13,WD,7,14,2018,T3,4.14,1878,
GX - 07/14/2018,GX - 07/18/2018,2,B2,DEFL-1,WD,7,14,2018,T3,3.97,1801,
GX - 07/14/2018,GX - 07/18/2018,2,B2,EMNI-15,WD,7,14,2018,T3,3.96,1796,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SYNO-19,WD,7,14,2018,T3,3.99,1810,
GX - 07/14/2018,GX - 07/18/2018,2,B2,PLMA-18,WD,7,14,2018,T3,4.12,1869,
GX - 07/14/2018,GX - 07/18/2018,2,B2,VAMA-17,WD,7,14,2018,T3,4.12,1869,
GX - 07/14/2018,GX - 07/18/2018,2,B2,SESE-10,WD,7,14,2018,T3,4.06,1842,
